,Байршил,Баримт,Огноо,Гүйлгээний утга,Барааны нэр,Зарлага тоо,Зарлага дүн
241,PN Store,77,3/25/2023,Сурталчилгаанд/3sariin hereglee /,Ундаа Amino 330ml Raspberry,6,12905.6
242,PN Store,77,3/25/2023,Сурталчилгаанд/3sariin hereglee /,Ундаа Amino 330ml cucumber lime,6,2765.33
243,PN Store,82,3/26/2023,Сурталчилгаанд/ 3sar hamt/,EAA Zero 350g Lemon,1,50908.2
244,PN Store,82,3/26/2023,Сурталчилгаанд/ 3sar hamt/,L-Carnitine drink 500ml- Strawberry kiwi,3,10374.15
245,PN Store,82,3/26/2023,Сурталчилгаанд/ 3sar hamt/,Protein cream 400g peanut butter smooth,1,12695.71
246,PN Store,82,3/26/2023,Сурталчилгаанд/ 3sar hamt/,Nitrox - Peach 680гр,1,55899.78
247,PN Store,82,3/26/2023,Сурталчилгаанд/ 3sar hamt/,Protan DIY,1,61756.98
248,PN Store,82,3/26/2023,Сурталчилгаанд/ 3sar hamt/,L-Glutamine 240гр,5,148895.1
249,PN Store,82,3/26/2023,Сурталчилгаанд/ 3sar hamt/,L-Carnitine drink 500ml Apple peach,3,10203.89
250,PN Store,82,3/26/2023,Сурталчилгаанд/ 3sar hamt/,EAA Zero 350g blue grape,1,50908.08
251,PN Store,82,3/26/2023,Сурталчилгаанд/ 3sar hamt/,Ундаа Amino 330ml Raspberry,8,17207.46
252,PN Store,82,3/26/2023,Сурталчилгаанд/ 3sar hamt/,Ундаа Collagen vibe 330ml Pineapple coconut,6,8660.12
253,PN Store,82,3/26/2023,Сурталчилгаанд/ 3sar hamt/,Ундаа Amino 330ml Passion fruit,8,18553.99
254,PN Store,82,3/26/2023,Сурталчилгаанд/ 3sar hamt/,Ундаа Collagen vibe 330ml Passion fruit,6,9588.6
255,PN Store,82,3/26/2023,Сурталчилгаанд/ 3sar hamt/,Ундаа Amino 330ml Waikiki,24,56321.66
256,PN Store,82,3/26/2023,Сурталчилгаанд/ 3sar hamt/,Ундаа Amino 330ml Super pear,8,15096.4
257,PN Store,91,3/27/2023,Сурталчилгаанд/ belegend uguv tsetsegtei hamt/,Ундаа Collagen vibe 330ml Mojito,5,7791.12
258,PN Store,91,3/27/2023,Сурталчилгаанд/ belegend uguv tsetsegtei hamt/,Ундаа Collagen vibe 330ml Pineapple coconut,10,14433.54
259,PN Store,116,3/29/2023,Хугацаа дууссан бараа актлав,Ундаа Collagen vibe 330ml Passion fruit,2,3196.2
260,PN Store,116,3/29/2023,Хугацаа дууссан бараа актлав,Club mate 500мл,145,362737.77
261,PN Store,116,3/29/2023,Хугацаа дууссан бараа актлав,Ундаа Collagen vibe 330ml Pineapple coconut,1,1443.35
262,PN Store,117,3/29/2023,Сурталчилгаанд зураг авалтанд,Ундаа Collagen vibe 330ml Pineapple coconut,1,1443.35
263,PN Store,117,3/29/2023,Сурталчилгаанд зураг авалтанд,Ундаа Collagen vibe 330ml Mojito,1,1558.22
264,PN Store,117,3/29/2023,Сурталчилгаанд зураг авалтанд,Ундаа Collagen vibe 330ml Passion fruit,1,1598.1
265,PN Store,126,3/30/2023,Хагарсан бараа актлав,Power Mass - Chocolate 5kg,1,96138.77
266,PN Store,126,3/30/2023,Хагарсан бараа актлав,Hyper Mass - Vanilla 1kg,1,27963.95
267,PN Store,126,3/30/2023,Хагарсан бараа актлав,Ундаа Amino 330ml Passion fruit,7,16234.74
268,PN Store,126,3/30/2023,Хагарсан бараа актлав,Ундаа Amino 330ml cucumber lime,6,2765.33
269,PN Store,126,3/30/2023,Хагарсан бараа актлав,Ундаа Amino 330ml Raspberry,3,6452.8
270,PN Store,126,3/30/2023,Хагарсан бараа актлав,Protein cream 400g Caramel,3,0
271,PN Store,126,3/30/2023,Хагарсан бараа актлав,Ундаа Amino 330ml Lemon soda,2,4104.32
272,PN Store,126,3/30/2023,Хагарсан бараа актлав,Ундаа Amino 330ml Watermelon,2,4653.38
273,PN Store,126,3/30/2023,Хагарсан бараа актлав,Ундаа Amino 330ml Super pear,3,5661.15
274,PN Store,126,3/30/2023,Хагарсан бараа актлав,Ундаа Amino 330ml Waikiki,2,4693.47
275,PN Store,127,3/30/2023,Сурталчилгаанд Захирлын зардал,Nitrox - Cranberry 680гр,1,58150.22
276,PN Store,128,3/30/2023,Сурталчилгаанд хулангийн бичлэгэнд,Sleep & Relax 450g,1,40514.09
277,PN Store,129,3/30/2023,Сурталчилгаанд  Мэргэжлийн хяналт руу гаргав. All star mass,Shaker 600ml,1,5622.78
278,PN Store,129,3/30/2023,Сурталчилгаанд  Мэргэжлийн хяналт руу гаргав. All star mass,MSM+ Vitamin C 150g,1,18563.05
279,PN Store,144,4/1/2023,Сурталчилгаанд(Подкастны гарын бэлэг болон үзүүлэнгийн ундаа авсан),Ундаа Amino 330ml Super pear,1,1887.05
280,PN Store,144,4/1/2023,Сурталчилгаанд(Подкастны гарын бэлэг болон үзүүлэнгийн ундаа авсан),Ундаа Amino 330ml Waikiki,2,4693.47
281,PN Store,144,4/1/2023,Сурталчилгаанд(Подкастны гарын бэлэг болон үзүүлэнгийн ундаа авсан),Energy Gel 60g Professional Orange,1,3040.98
282,PN Store,144,4/1/2023,Сурталчилгаанд(Подкастны гарын бэлэг болон үзүүлэнгийн ундаа авсан),Ундаа Amino 330ml Raspberry,1,2150.93
283,PN Store,144,4/1/2023,Сурталчилгаанд(Подкастны гарын бэлэг болон үзүүлэнгийн ундаа авсан),L-Carnitine shot,1,3086.44
284,PN Store,144,4/1/2023,Сурталчилгаанд(Подкастны гарын бэлэг болон үзүүлэнгийн ундаа авсан),ZMA 60ш,1,7149.61
285,PN Store,144,4/1/2023,Сурталчилгаанд(Подкастны гарын бэлэг болон үзүүлэнгийн ундаа авсан),Ундаа Collagen vibe 330ml Passion fruit,2,3196.2
286,PN Store,144,4/1/2023,Сурталчилгаанд(Подкастны гарын бэлэг болон үзүүлэнгийн ундаа авсан),Ундаа Collagen vibe 330ml Mojito,1,1558.22
287,PN Store,144,4/1/2023,Сурталчилгаанд(Подкастны гарын бэлэг болон үзүүлэнгийн ундаа авсан),Ундаа Collagen vibe 330ml Pineapple coconut,1,1443.35
288,PN Store,154,4/3/2023,"Сурталчилгаанд1,2,3,4,сарын хэрэглээ",Shaker 600ml /угсардаг нэмэлттэй/ таслагчтай,1,10780.99
289,PN Store,154,4/3/2023,"Сурталчилгаанд1,2,3,4,сарын хэрэглээ",Ice cream 500g chocolate,1,29181.62
290,PN Store,154,4/3/2023,"Сурталчилгаанд1,2,3,4,сарын хэрэглээ",Power BCAA - Watermelon 420g,1,34035.29
291,PN Store,154,4/3/2023,"Сурталчилгаанд1,2,3,4,сарын хэрэглээ",Nitrox - Cranberry 680гр,2,116300.43
292,PN Store,154,4/3/2023,"Сурталчилгаанд1,2,3,4,сарын хэрэглээ",Oatmeal 1kg apple&banana,1,0
293,PN Store,154,4/3/2023,"Сурталчилгаанд1,2,3,4,сарын хэрэглээ",L-Carnitine drink 500ml Apple peach,2,6802.59
294,PN Store,154,4/3/2023,"Сурталчилгаанд1,2,3,4,сарын хэрэглээ",Protein cream 400g White chocolate Hazelnut,1,12628.94
295,PN Store,154,4/3/2023,"Сурталчилгаанд1,2,3,4,сарын хэрэглээ",Ундаа Amino 330ml Raspberry,3,6452.8
296,PN Store,154,4/3/2023,"Сурталчилгаанд1,2,3,4,сарын хэрэглээ",Ундаа Amino 330ml Lemon soda,3,6156.48
297,PN Store,154,4/3/2023,"Сурталчилгаанд1,2,3,4,сарын хэрэглээ",Ice cream 500g strawberry,1,29181.62
298,PN Store,154,4/3/2023,"Сурталчилгаанд1,2,3,4,сарын хэрэглээ",Tribooster 60ш,3,94925.71
299,PN Store,154,4/3/2023,"Сурталчилгаанд1,2,3,4,сарын хэрэглээ",Ундаа Collagen vibe 330ml Mojito,4,6232.9
300,PN Store,154,4/3/2023,"Сурталчилгаанд1,2,3,4,сарын хэрэглээ",Ундаа Amino 330ml Waikiki,5,11733.68
301,PN Store,154,4/3/2023,"Сурталчилгаанд1,2,3,4,сарын хэрэглээ",Ундаа Collagen vibe 330ml Passion fruit,6,9588.6
302,PN Store,159,4/4/2023,"Сурталчилгаанд/ bella vista, urangan, women fitness, naadam,profit amtalgaand/",Ундаа Collagen vibe 330ml Mojito,24,37397.4
303,PN Store,159,4/4/2023,"Сурталчилгаанд/ bella vista, urangan, women fitness, naadam,profit amtalgaand/",Ундаа Collagen vibe 330ml Passion fruit,24,38354.42
304,PN Store,159,4/4/2023,"Сурталчилгаанд/ bella vista, urangan, women fitness, naadam,profit amtalgaand/",Ундаа Amino 330ml Raspberry,24,51622.38
305,PN Store,159,4/4/2023,"Сурталчилгаанд/ bella vista, urangan, women fitness, naadam,profit amtalgaand/",Ундаа Collagen vibe 330ml Pineapple coconut,24,34640.49
306,PN Store,159,4/4/2023,"Сурталчилгаанд/ bella vista, urangan, women fitness, naadam,profit amtalgaand/",Ундаа Amino 330ml Super pear,24,45289.2
307,PN Store,160,4/4/2023,Сурталчилгаанд 4 сарын хэрэглээ,Nitrox - Cranberry 680гр,1,58150.22
308,PN Store,160,4/4/2023,Сурталчилгаанд 4 сарын хэрэглээ,MSM+ Vitamin C 150g,2,37126.11
309,PN Store,160,4/4/2023,Сурталчилгаанд 4 сарын хэрэглээ,Shaker 600ml,1,5622.78
310,PN Store,160,4/4/2023,Сурталчилгаанд 4 сарын хэрэглээ,Ундаа Collagen vibe 330ml Passion fruit,9,14382.91
311,PN Store,160,4/4/2023,Сурталчилгаанд 4 сарын хэрэглээ,Ундаа Amino 330ml Raspberry,11,23660.26
312,PN Store,160,4/4/2023,Сурталчилгаанд 4 сарын хэрэглээ,Ундаа Collagen vibe 330ml Mojito,8,12465.8
313,PN Store,160,4/4/2023,Сурталчилгаанд 4 сарын хэрэглээ,Ундаа Collagen vibe 330ml Pineapple coconut,2,2886.71
314,PN Store,176,4/5/2023,Сурталчилгаанд,Ундаа Amino 330ml Waikiki,2,4693.47
315,PN Store,176,4/5/2023,Сурталчилгаанд,Ундаа Amino 330ml Lemon soda,2,4104.32
316,PN Store,176,4/5/2023,Сурталчилгаанд,Ундаа Collagen vibe 330ml Mojito,8,12465.8
317,PN Store,176,4/5/2023,Сурталчилгаанд,Ундаа Amino 330ml Raspberry,2,4301.87
318,PN Store,176,4/5/2023,Сурталчилгаанд,Ундаа Amino 330ml Passion fruit,2,4638.5
319,PN Store,176,4/5/2023,Сурталчилгаанд,Ундаа Collagen vibe 330ml Passion fruit,7,11186.7
320,PN Store,176,4/5/2023,Сурталчилгаанд,Ундаа Collagen vibe 330ml Pineapple coconut,5,7216.77
321,PN Store,176,4/5/2023,Сурталчилгаанд,Ундаа Amino 330ml Super pear,2,3774.1
322,PN Store,177,4/5/2023,Сурталчилгаанд/ commentiin beleg bolgon uguv/,MSM+ Vitamin C 150g,1,18563.05
323,PN Store,178,4/5/2023,"Сурталчилгаанд/ golds ,king uramshuulal/",Ундаа Amino 330ml Passion fruit,24,55661.96
324,PN Store,178,4/5/2023,"Сурталчилгаанд/ golds ,king uramshuulal/",Ундаа Collagen vibe 330ml Mojito,24,37397.39
325,PN Store,194,4/6/2023,Сурталчилгаанд(Учрал хамт хэрэглээгээ авсан),MSM+ Vitamin C 150g,1,18668.2
326,PN Store,194,4/6/2023,Сурталчилгаанд(Учрал хамт хэрэглээгээ авсан),Protein cream 400g White chocolate Hazelnut,1,12632.7
327,PN Store,194,4/6/2023,Сурталчилгаанд(Учрал хамт хэрэглээгээ авсан),L-Carnitine drink 500ml- Strawberry kiwi,1,4027.27
328,PN Store,194,4/6/2023,Сурталчилгаанд(Учрал хамт хэрэглээгээ авсан),Protein cream 400g peanut butter smooth,1,12638.09
329,PN Store,194,4/6/2023,Сурталчилгаанд(Учрал хамт хэрэглээгээ авсан),Vitamin D3 K2 /60ш/,1,6781.51
330,PN Store,194,4/6/2023,Сурталчилгаанд(Учрал хамт хэрэглээгээ авсан),Power Amino,2,53750.83
331,PN Store,194,4/6/2023,Сурталчилгаанд(Учрал хамт хэрэглээгээ авсан),Vitamin C 60ш,1,11879.53
332,PN Store,201,4/7/2023,Бараа материалын борлуулалтын урамшуулал,Ундаа Amino 330ml Passion fruit,24,55661.96
333,PN Store,202,4/7/2023,Сурталчилгаанд/marketing/,Ундаа Amino 330ml Raspberry,10,21509.33
334,PN Store,202,4/7/2023,Сурталчилгаанд/marketing/,Ундаа Amino 330ml Lemon soda,8,16417.27
335,PN Store,202,4/7/2023,Сурталчилгаанд/marketing/,Ундаа Amino 330ml Passion fruit,10,23192.48
336,PN Store,202,4/7/2023,Сурталчилгаанд/marketing/,Ундаа Amino 330ml Super pear,10,18870.5
337,PN Store,202,4/7/2023,Сурталчилгаанд/marketing/,Ундаа Amino 330ml Waikiki,10,23467.36
338,PN Store,203,4/7/2023,04/07 акт,Ундаа Amino 330ml Raspberry,13,27962.12
339,PN Store,203,4/7/2023,04/07 акт,Ундаа Amino 330ml Passion fruit,5,11596.24
340,PN Store,203,4/7/2023,04/07 акт,Ундаа Collagen vibe 330ml Passion fruit,1,1598.1
341,PN Store,203,4/7/2023,04/07 акт,Ундаа Amino 330ml Lemon soda,2,4104.32
342,PN Store,203,4/7/2023,04/07 акт,Ундаа Amino 330ml Super pear,51,96239.56
343,PN Store,203,4/7/2023,04/07 акт,Ундаа Amino 330ml Waikiki,1,2346.74
344,PN Store,203,4/7/2023,04/07 акт,Ундаа Amino 330ml cucumber lime,43,19818.18
345,PN Store,211,4/8/2023,Сурталчилгаанд(Хэрэглээ),Ундаа Collagen vibe 330ml Mojito,5,7791.12
346,PN Store,211,4/8/2023,Сурталчилгаанд(Хэрэглээ),Ундаа Collagen vibe 330ml Pineapple coconut,5,7216.77
347,PN Store,211,4/8/2023,Сурталчилгаанд(Хэрэглээ),Ундаа Amino 330ml Raspberry,5,10754.66
348,PN Store,211,4/8/2023,Сурталчилгаанд(Хэрэглээ),Ундаа Amino 330ml Waikiki,5,11733.68
349,PN Store,211,4/8/2023,Сурталчилгаанд(Хэрэглээ),Ундаа Amino 330ml Passion fruit,5,11596.24
350,PN Store,211,4/8/2023,Сурталчилгаанд(Хэрэглээ),Ундаа Collagen vibe 330ml Passion fruit,5,7990.5
351,PN Store,217,4/10/2023,Сурталчилгаанд(Дээд лигийн ивээн тэтгэлэг),L-Carnitine drink 500ml- Strawberry kiwi,7,28190.91
352,PN Store,217,4/10/2023,Сурталчилгаанд(Дээд лигийн ивээн тэтгэлэг),Ундаа Amino 330ml Raspberry,3,6452.8
353,PN Store,217,4/10/2023,Сурталчилгаанд(Дээд лигийн ивээн тэтгэлэг),L-Carnitine drink 500ml Apple peach,7,27027.43
354,PN Store,217,4/10/2023,Сурталчилгаанд(Дээд лигийн ивээн тэтгэлэг),Energy Gel 60g Professional Orange,14,42573.73
355,PN Store,217,4/10/2023,Сурталчилгаанд(Дээд лигийн ивээн тэтгэлэг),Ундаа Amino 330ml Passion fruit,3,6957.74
356,PN Store,217,4/10/2023,Сурталчилгаанд(Дээд лигийн ивээн тэтгэлэг),Ундаа Amino 330ml Waikiki,3,7040.21
357,PN Store,217,4/10/2023,Сурталчилгаанд(Дээд лигийн ивээн тэтгэлэг),Ундаа Amino 330ml Lemon soda,2,4104.32
358,PN Store,217,4/10/2023,Сурталчилгаанд(Дээд лигийн ивээн тэтгэлэг),Ундаа Amino 330ml Super pear,3,5661.15
359,PN Store,218,4/10/2023,Сурталчилгаанд(Хэрэглээ авав),Shaker 600ml /угсардаг нэмэлттэй/ таслагчтай,1,10780.99
360,PN Store,218,4/10/2023,Сурталчилгаанд(Хэрэглээ авав),Nitrox - Peach 680гр,1,57327.81
361,PN Store,218,4/10/2023,Сурталчилгаанд(Хэрэглээ авав),MSM+ Vitamin C 150g,1,18668.2
362,PN Store,218,4/10/2023,Сурталчилгаанд(Хэрэглээ авав),Glucosamine 60caps,1,21247.2
363,PN Store,219,4/10/2023,Сурталчилгаанд(Хэрэглээ авав),Power BCAA - Watermelon 420g,1,34035.28
364,PN Store,219,4/10/2023,Сурталчилгаанд(Хэрэглээ авав),ZMA 60ш,2,14299.22
365,PN Store,219,4/10/2023,Сурталчилгаанд(Хэрэглээ авав),Power Amino,1,26875.42
366,PN Store,219,4/10/2023,Сурталчилгаанд(Хэрэглээ авав),Ундаа Amino 330ml Super pear,12,22644.6
367,PN Store,219,4/10/2023,Сурталчилгаанд(Хэрэглээ авав),Power boost - Lemon 1х*6ш*360гр,1,32257.35
368,PN Store,219,4/10/2023,Сурталчилгаанд(Хэрэглээ авав),Ундаа Collagen vibe 330ml Pineapple coconut,12,17320.24
369,PN Store,224,4/11/2023,Сурталчилгаанд дээд лиг бартер,Power Mass - Vanilla 5kg,1,95346.77
370,PN Store,230,4/12/2023,Сурталчилгаанд/ Donno hereglee uguv neriin olsongue/,L-Carnitine drink 500ml Apple peach,7,27027.43
371,PN Store,230,4/12/2023,Сурталчилгаанд/ Donno hereglee uguv neriin olsongue/,L-Carnitine drink 500ml- Strawberry kiwi,3,12081.82
372,PN Store,230,4/12/2023,Сурталчилгаанд/ Donno hereglee uguv neriin olsongue/,Ундаа Amino 330ml Waikiki,2,4693.47
373,PN Store,230,4/12/2023,Сурталчилгаанд/ Donno hereglee uguv neriin olsongue/,Zero bar Chocolate 50g,8,35249.31
374,PN Store,230,4/12/2023,Сурталчилгаанд/ Donno hereglee uguv neriin olsongue/,Ундаа Amino 330ml Passion fruit,2,4638.5
375,PN Store,230,4/12/2023,Сурталчилгаанд/ Donno hereglee uguv neriin olsongue/,Ундаа Collagen vibe 330ml Passion fruit,8,12784.81
376,PN Store,230,4/12/2023,Сурталчилгаанд/ Donno hereglee uguv neriin olsongue/,Ундаа Amino 330ml Raspberry,2,4301.87
377,PN Store,230,4/12/2023,Сурталчилгаанд/ Donno hereglee uguv neriin olsongue/,Crush Bar - Toffee coconut 64g,1,6205.27
378,PN Store,230,4/12/2023,Сурталчилгаанд/ Donno hereglee uguv neriin olsongue/,Ундаа Amino 330ml Lemon soda,2,4104.32
379,PN Store,230,4/12/2023,Сурталчилгаанд/ Donno hereglee uguv neriin olsongue/,Ундаа Amino 330ml Super pear,2,3774.1
380,PN Store,230,4/12/2023,Сурталчилгаанд/ Donno hereglee uguv neriin olsongue/,Ундаа Collagen vibe 330ml Mojito,6,9349.35
381,PN Store,230,4/12/2023,Сурталчилгаанд/ Donno hereglee uguv neriin olsongue/,Crush Bar - Cookiescream 64g,1,6205.29
382,PN Store,230,4/12/2023,Сурталчилгаанд/ Donno hereglee uguv neriin olsongue/,Zero bar Hazelnut 50g,9,39719.36
383,PN Store,230,4/12/2023,Сурталчилгаанд/ Donno hereglee uguv neriin olsongue/,Crush Bar - Chocolate 64g,1,6205.14
384,PN Store,230,4/12/2023,Сурталчилгаанд/ Donno hereglee uguv neriin olsongue/,Vitamin C 60ш,1,11879.53
385,PN Store,230,4/12/2023,Сурталчилгаанд/ Donno hereglee uguv neriin olsongue/,Ундаа Collagen vibe 330ml Pineapple coconut,6,8660.12
386,PN Store,231,4/12/2023,Сурталчилгаанд борлуулалтын урамшуулал,Ундаа Amino 330ml Raspberry,24,51622.38
387,PN Store,232,4/12/2023,Сурталчилгаанд/ 4 sar hereglee/,ISO Whey 500g - Chocolate,2,94125.67
